Date,Temperature,Turbidity,pH,Dissolved Oxygen,Dissolved Solids,WQI
01-01-20,17.51338542,22.87050499,6.512291667,7.055456852,245.421875,66
02-01-20,18.41141927,37.80398255,6.640947917,7.051417011,263.2294271,58.7
03-01-20,19.27302083,53.18394449,6.76825,7.114304252,247.6020833,54.4
04-01-20,19.83772135,66.78408874,6.83690625,7.276931077,240.7429688,51.8
05-01-20,20.38420573,80.27414182,7.021552083,7.173021443,245.8330729,50
06-01-20,20.94890625,97.87428606,7.043541667,7.268981602,275.640625,48.3
07-01-20,21.49539063,113.0310058,7.261520833,7.165071968,243.3973958,47.2
08-01-20,22.06009115,128.9644833,7.27684375,7.361032126,263.5382813,46.3
09-01-20,22.33333333,80.80316926,7.428,7.159075618,271.2,50
10-01-20,21.04166667,31.61548797,7.393583333,7.309072234,247.2666667,61.2
11-01-20,20.66666667,26.84447335,7.336666667,7.292402184,250.3333333,63.6
12-01-20,21,25.69718222,7.297666667,7.458939792,301.2333333,64.2
13-01-20,18.39864583,38.43687025,6.492416667,7.320269067,284.83125,45.5
14-01-20,18.75019531,38.7330036,6.500760417,7.253343133,254.7820313,58.4
15-01-20,18.76841146,36.02913695,6.535770833,7.1864172,272.3994792,59.4
16-01-20,18.11996094,37.3252703,6.517447917,7.286157933,249.3502604,58.9
17-01-20,18.13817708,37.62140365,6.639125,7.419231999,267.9677083,58.8
18-01-20,17.8230599,31.58420366,6.484135417,7.252306066,249.2518229,47.5
19-01-20,17.84127604,31.88033701,6.542479167,7.185380132,244.5359375,61.1
20-01-20,18.19282552,29.84313703,6.557489583,7.285120865,251.1533854,62.1
21-01-20,18.544375,27.80593704,6.4925,7.184861598,245.4375,48.9
22-01-20,18.49592448,30.7199664,6.56984375,7.284895613,235.6549479,61.6
23-01-20,18.78080729,33.30066243,6.520520833,7.218262962,269.5390625,60.5
24-01-20,18.73235677,33.54802512,6.567864583,7.384963644,238.0898438,60.4
25-01-20,18.68390625,37.79538782,6.595208333,7.184997659,240.3072917,58.7
26-01-20,18.3021224,38.37608385,6.532552083,7.285031674,246.5247396,58.5
27-01-20,18.58700521,39.29011321,6.523229167,7.118399023,242.7421875,58.2
28-01-20,18.20522135,42.87080924,6.547239583,7.051766372,237.2929688,57.1
29-01-20,18.49010417,44.45150527,6.61125,7.28513372,245.1770833,56.6
30-01-20,18.77498698,45.03220129,6.515260417,7.185167735,248.3945313,56.4
