Date,Temperature,Turbidity,pH,Dissolved Oxygen,Dissolved Solids,WQI
01-01-19,24.673125,28.81838529,7.33109375,7.397975584,224.6927084,62.6
02-01-19,20.67,27.43275768,7.338125,7.551126368,242.1666667,63.3
03-01-19,16.496875,25.41431758,7.381875,7.707402152,216.5625,64.4
04-01-19,22.013125,25.05837747,7.2825,7.716802936,221.5520834,64.6
05-01-19,24.0509375,27.12431236,7.42875,7.923078719,239.1354167,63.4
06-01-19,23.834375,27.00274726,7.376875,8.007479503,242.0625,63.5
07-01-19,24.8875,179.9462225,7.3826875,7.944971145,242.84375,44.3
08-01-19,26.290625,415.7178228,7.310453125,7.799650286,242.6015625,41.3
09-01-19,24.410625,32.33317308,7.429625,7.694954427,221.375,60.9
10-01-19,24.2925,19.83914836,7.377,7.788696069,253.25,68
11-01-19,22.3203125,17.53262363,7.3784375,7.69806271,243.25,69.8
12-01-19,18.9909375,12.3776614,6.0808125,7.673054351,219.6875,56.1
13-01-19,17.8284375,12.97582418,7.4119375,7.801170993,220.34375,73.8
14-01-19,17.14875,10.75804945,7.41275,7.838662634,219.875,75.8
15-01-19,16.4690625,8.540274726,7.4135625,7.876154275,219.40625,77.8
16-01-19,15.789375,6.3225,7.414375,7.913645916,218.9375,79.3
17-01-19,15.2596875,8.294466332,7.4146875,7.951137558,219.41875,78
18-01-19,14.73,10.26643266,7.415,7.988629199,219.9,76.3
19-01-19,15.2375,12.471524,7.4059375,7.95737084,222.6,74.2
20-01-19,15.745,14.67661533,7.396875,7.926112482,225.3,72.2
21-01-19,16.2525,16.88170666,7.3878125,7.894854123,228,70.3
22-01-19,16.76,19.08679799,7.37875,7.863595764,230.7,68.6
23-01-19,17.2675,21.29188932,7.3696875,7.832337406,233.4,67
24-01-19,17.775,23.49698065,7.360625,7.801079047,236.1,65.6
25-01-19,18.2825,25.70207199,7.3515625,7.769820688,238.8,64.2
26-01-19,18.79,27.90716332,7.3425,7.73856233,241.5,63
27-01-19,18.8975,27.79074337,7.3394375,7.707574804,248.35,63.1
28-01-19,19.005,27.67432342,7.336375,7.676587278,255.2,63.2
29-01-19,19.1125,27.55790347,7.3333125,7.645599752,262.05,63.2
30-01-19,19.22,27.44148352,7.33025,7.614612226,268.9,63.3
31-01-19,19.3275,27.32506357,7.3271875,7.5836247,275.75,63.3
01-02-19,23.805,28.78239362,7.371,7.390137174,265.6,62.6
02-02-19,19.5425,27.09222367,7.3210625,7.521649648,289.45,63.5
