Date,Temperature,Turbidity,pH,Dissolved Oxygen,Dissolved Solids,WQI
01-04-16,15.74666667,18.86666667,7.122533333,4.817333333,290.7866667,52.7
02-04-16,13.97916667,21.70833333,7.551875,4.3375,318.8125,51.1
03-04-16,15.89166667,22.53333333,7.589583333,5.2375,348.475,66.2
04-04-16,16.33333333,23.6875,7.202291667,3.695833333,351.6666667,49.8
05-04-16,15.4375,25.27083333,7.158541667,5.075,310.5833333,64.5
06-04-16,20.875,27.79166667,7.199166667,4.883333333,312.0416667,48.8
07-04-16,19.44444444,26.22222222,7.727777778,4.8,350.3333333,49.4
08-04-16,19.89583333,31.70833333,7.912291667,4.504166667,302.7083333,47.3
09-04-16,18.75,25.58333333,7.830416667,4.5,316.0833333,49.5
10-04-16,18.25,22.07222222,7.796388889,4.15,323.5,50.8
11-04-16,15.25,23.97916667,7.672083333,4.104166667,300.6875,50
12-04-16,15.375,22.16666667,7.513125,4.425,354.2083333,50.9
13-04-16,18,20.45833333,7.487083333,5.041666667,329.6666667,67.6
14-04-16,14.66666667,26.72916667,7.240208333,5.154166667,340.3333333,63.7
15-04-16,15.83333333,25.83333333,7.136666667,4.233333333,314.8333333,49.3
16-04-16,17.04166667,27.10416667,7.197708333,3.4875,303.5,48.3
17-04-16,17.41666667,20.20833333,7.51875,4.308333333,315.6666667,51.8
18-04-16,17.19166667,22.24583333,7.649791667,4.5625,320.8333333,51
19-04-16,17.3,22.61666667,7.764166667,4.85,312.6666667,51
20-04-16,16.74166667,24.9875,7.785208333,5.004166667,329.5,64.7
21-04-16,16.51666667,24.69166667,7.962916667,4.925,322.3333333,50.1
22-04-16,16.29166667,27.39583333,7.940625,5.0125,340.5,63.3
23-04-16,16.33333333,25.5,7.678333333,4.6,322.1666667,49.6
24-04-16,16.375,21.64083333,7.502708333,3.9875,311.1666667,50.9
25-04-16,16.08333333,23.54166667,7.640416667,4.041666667,315.5,50.1
26-04-16,16.125,23.47916667,7.871458333,4.195833333,322.8333333,50.2
27-04-16,16.63333333,22.98333333,7.839166667,4.35,324.5333333,50.5
28-04-16,17.14166667,22.4875,7.810208333,4.0375,322.2333333,50.6
29-04-16,17.65,22.99166667,7.83125,4.025,321.2666667,50.3
30-04-16,18.15833333,22.1625,7.812291667,3.979166667,317.6333333,50.7
01-05-16,17.10666667,17.43333333,7.488933333,4.245333333,287.8266667,53.1
02-05-16,16.29166667,22.75,7.602083333,4.641666667,334.625,50.8
03-05-16,18.42916667,25.23333333,7.752291667,5.99375,335.0541667,64.5
04-05-16,18.33333333,24.45833333,7.30875,4.008333333,336.5,49.7
05-05-16,19.58333333,22.91666667,7.2225,5.333333333,289.3333333,65.9
06-05-16,23.20138889,28.79861111,7.258194444,5.769444444,308.6736111,62.6
07-05-16,21.72222222,28.61111111,7.736597222,5.358333333,352.5208333,62.7
08-05-16,22.16666667,33.83333333,7.89,5.113333333,326.5833333,60.3
09-05-16,21.70833333,26.79166667,7.623541667,5.05,326.375,63.6
10-05-16,20.85416667,24.27083333,7.906458333,3.9375,322.2916667,49.7
11-05-16,17,23.91666667,7.981666667,4.05,290.0833333,50
12-05-16,17.08333333,20.61111111,7.54125,4.127777778,328.4722222,51.5
13-05-16,22.08333333,21.08333333,7.6475,5.6,296.6666667,67.2
14-05-16,20.22916667,24.0625,7.964791667,3.891666667,284.0833333,49.8
15-05-16,23.04166667,26.70833333,7.22875,4.583333333,315.8333333,49.1
16-05-16,22.1875,29.6875,7.302708333,4.375,311.5833333,47.9
17-05-16,19.66666667,30.66666667,7.71,5.033333333,314.6666667,61.7
18-05-16,20.95833333,27.89583333,7.23375,4.2625,349.7291667,48.5
19-05-16,21.25,26.45833333,7.624166667,5.358333333,313.125,63.8
20-05-16,21.875,28.35416667,7.377916667,4.754166667,304.1875,48.6
21-05-16,22.16666667,31.91666667,7.265,4.45,312.9166667,47.2
22-05-16,21.125,28.8125,7.895416667,4.845833333,338.6458333,48.4
23-05-16,22.08333333,33.70833333,7.865833333,4.008333333,308.7083333,46.5
24-05-16,21.20833333,35.02083333,7.659583333,4.1875,355.1041667,46.2
25-05-16,20.66666667,35.33333333,7.546666667,4.066666667,363.5,46
26-05-16,20.125,34.64583333,7.38375,4.3125,354.8958333,46.3
27-05-16,19.58333333,33.625,7.160833333,4.225,363.2916667,46.6
28-05-16,20.09722222,34.29861111,7.339027778,4.098611111,344.2430556,46.3
