Date,Temperature,Turbidity,pH,Dissolved Oxygen,Dissolved Solids,WQI
Apr,17.75690625,22.25035542,7.379991319,7.27995752,237.2821181,74.46
May,20.11642767,24.9011497,7.356140457,7.33803142,250.7577201,72.35806452
Jun,22.29011113,65.84786875,7.278504984,7.324778537,249.2519965,55.71
Jul,26.08380187,176.0958737,7.38212836,7.221873519,269.8381006,48.90645161
Aug,25.99658602,192.326906,7.338760417,7.164143657,248.3785282,49.2516129
Sep,25.68851762,44.17469482,7.323437083,7.275449118,268.2782552,63.31666667
